"Id"	"Runs"	"AgentCount"	"RedAgentPercentage"	"Stage1Rounds"	"Stage1Mode"	"Stage2Rounds"	"Stage2Mode"	"HawkPortion"	"PayoffReward"	"PayoffCost"	"FirstRoundHawkCountAvg"	"FirstRoundDoveCountAvg"	"FirstSeparationOfColors_Avg"	"FirstSeparationOfColors_Min"	"FirstSeparationOfColors_Max"	"FirstSeparationOfColors_Count"	"FirstSeparationOfColors_P"	"FirstSeparationOfColors_DominatedByRed_Count"	"FirstSeparationOfColors_DominatedByRed_P"	"FirstSeparationOfColors_DominatedByBlue_Count"	"FirstSeparationOfColors_DominatedByBlue_P"	"FirstSeparationOfColors_DominatedByNone_Count"	"FirstSeparationOfColors_DominatedByNone_P"	"LastRoundSeparationOfColors_DominatedByRed_Count"	"LastRoundSeparationOfColors_DominatedByRed_P"	"LastRoundSeparationOfColors_DominatedByBlue_Count"	"LastRoundSeparationOfColors_DominatedByBlue_P"	"LastRoundSeparationOfColors_DominatedByNone_Count"	"LastRoundSeparationOfColors_DominatedByNone_P"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"52.372"	"147.628"	"2.9805"	"2"	"7"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"69.033"	"130.967"	"2.9195"	"2"	"6"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"85.407"	"114.593"	"2.941"	"2"	"7"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"101.8125"	"98.1875"	"3.0005"	"2"	"11"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"118.05"	"81.95"	"3.513"	"2"	"11"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"134.389"	"65.611"	"4.065"	"2"	"15"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"150.9625"	"49.0375"	"5.807"	"2"	"24"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"167.149"	"32.851"	"13.244"	"2"	"70"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"10"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"183.55"	"16.45"	"85.3680800942285"	"2"	"250"	"1698"	"0.849"	"609"	"0.3045"	"1089"	"0.5445"	"302"	"0.151"	"225"	"0.1125"	"427"	"0.2135"	"1348"	"0.674"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"77.7545"	"122.2455"	"4.7025"	"2"	"10"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"91.423"	"108.577"	"4.6405"	"2"	"11"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"105.0295"	"94.9705"	"4.884"	"2"	"13"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"118.4955"	"81.5045"	"6.2365"	"2"	"18"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"132.142"	"67.858"	"8.8285"	"2"	"19"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"145.732"	"54.268"	"11.627"	"2"	"25"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"159.336"	"40.664"	"18.8905"	"2"	"37"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"172.864"	"27.136"	"39.556"	"2"	"82"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"20"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"186.515"	"13.485"	"163.45449649973074"	"2"	"250"	"1857"	"0.9285"	"1693"	"0.8465"	"164"	"0.082"	"143"	"0.0715"	"1256"	"0.628"	"142"	"0.071"	"602"	"0.301"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"96.011"	"103.989"	"7.1315"	"3"	"15"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"107.15"	"92.85"	"7.7095"	"3"	"23"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"119.3055"	"80.6945"	"10.056"	"3"	"21"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"130.658"	"69.342"	"12.943"	"3"	"21"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"142.247"	"57.753"	"15.7455"	"5"	"28"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"153.812"	"46.188"	"18.366"	"9"	"31"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"165.2885"	"34.7115"	"26.3115"	"15"	"51"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"176.7725"	"23.2275"	"52.3135"	"29"	"192"	"2000"	"1"	"3"	"0.0015"	"1997"	"0.9985"	"0"	"0"	"3"	"0.0015"	"1997"	"0.9985"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"30"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"188.58"	"11.42"	"156.39915966386553"	"78"	"250"	"1904"	"0.952"	"1666"	"0.833"	"238"	"0.119"	"96"	"0.048"	"1459"	"0.7295"	"217"	"0.1085"	"324"	"0.162"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"106.577"	"93.423"	"12.479"	"5"	"29"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"117.3795"	"82.6205"	"17.396"	"5"	"28"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"127.505"	"72.495"	"19.468"	"5"	"30"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"137.835"	"62.165"	"20.97"	"12"	"35"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"148.315"	"51.685"	"24.283"	"15"	"41"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"158.717"	"41.283"	"27.8675"	"15"	"55"	"2000"	"1"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"168.8315"	"31.1685"	"38.557"	"21"	"130"	"2000"	"1"	"3"	"0.0015"	"1997"	"0.9985"	"0"	"0"	"3"	"0.0015"	"1997"	"0.9985"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"179.246"	"20.754"	"73.47397397397397"	"36"	"242"	"1998"	"0.999"	"162"	"0.081"	"1836"	"0.918"	"2"	"0.001"	"158"	"0.079"	"1835"	"0.9175"	"7"	"0.0035"
"rerun_june2021"	"2000"	"200"	"40"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"189.606"	"10.394"	"156.1977906365071"	"75"	"250"	"1901"	"0.9505"	"1342"	"0.671"	"559"	"0.2795"	"99"	"0.0495"	"1239"	"0.6195"	"525"	"0.2625"	"236"	"0.118"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"110.498"	"89.502"	"79.86222444889779"	"9"	"239"	"1996"	"0.998"	"988"	"0.494"	"1008"	"0.504"	"4"	"0.002"	"983"	"0.4915"	"1008"	"0.504"	"9"	"0.0045"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"120.4735"	"79.5265"	"64.26763381690846"	"24"	"217"	"1999"	"0.9995"	"977"	"0.4885"	"1022"	"0.511"	"1"	"0.0005"	"977"	"0.4885"	"1022"	"0.511"	"1"	"0.0005"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"130.3535"	"69.6465"	"57.3295"	"24"	"211"	"2000"	"1"	"1061"	"0.5305"	"939"	"0.4695"	"0"	"0"	"1061"	"0.5305"	"939"	"0.4695"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"139.95"	"60.05"	"54.55"	"27"	"196"	"2000"	"1"	"962"	"0.481"	"1038"	"0.519"	"0"	"0"	"962"	"0.481"	"1038"	"0.519"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"150.336"	"49.664"	"54.523"	"24"	"244"	"2000"	"1"	"954"	"0.477"	"1046"	"0.523"	"0"	"0"	"954"	"0.477"	"1046"	"0.523"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"160.241"	"39.759"	"59.93296648324162"	"26"	"187"	"1999"	"0.9995"	"979"	"0.4895"	"1020"	"0.51"	"1"	"0.0005"	"979"	"0.4895"	"1020"	"0.51"	"1"	"0.0005"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"170.099"	"29.901"	"70.57578789394698"	"30"	"236"	"1999"	"0.9995"	"983"	"0.4915"	"1016"	"0.508"	"1"	"0.0005"	"983"	"0.4915"	"1016"	"0.508"	"1"	"0.0005"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"180.1285"	"19.8715"	"93.74411617426139"	"47"	"238"	"1997"	"0.9985"	"1025"	"0.5125"	"972"	"0.486"	"3"	"0.0015"	"1022"	"0.511"	"971"	"0.4855"	"7"	"0.0035"
"rerun_june2021"	"2000"	"200"	"50"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"190.086"	"9.914"	"156.34343434343435"	"77"	"250"	"1881"	"0.9405"	"928"	"0.464"	"953"	"0.4765"	"119"	"0.0595"	"864"	"0.432"	"874"	"0.437"	"262"	"0.131"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"106.588"	"93.412"	"12.532"	"5"	"32"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"116.968"	"83.032"	"17.3575"	"5"	"30"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"127.5625"	"72.4375"	"19.3215"	"9"	"30"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"137.8965"	"62.1035"	"21.0325"	"12"	"34"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"148.5555"	"51.4445"	"24.5925"	"13"	"40"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"158.583"	"41.417"	"27.86"	"16"	"58"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"168.8215"	"31.1785"	"38.3005"	"22"	"122"	"2000"	"1"	"1998"	"0.999"	"2"	"0.001"	"0"	"0"	"1998"	"0.999"	"2"	"0.001"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"179.2565"	"20.7435"	"73.88683024536805"	"36"	"227"	"1997"	"0.9985"	"1837"	"0.9185"	"160"	"0.08"	"3"	"0.0015"	"1837"	"0.9185"	"160"	"0.08"	"3"	"0.0015"
"rerun_june2021"	"2000"	"200"	"60"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"189.708"	"10.292"	"156.1716535433071"	"74"	"250"	"1905"	"0.9525"	"533"	"0.2665"	"1372"	"0.686"	"95"	"0.0475"	"492"	"0.246"	"1264"	"0.632"	"244"	"0.122"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"96.0245"	"103.9755"	"7.156"	"3"	"17"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"107.391"	"92.609"	"7.5355"	"3"	"21"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"119.413"	"80.587"	"10.1945"	"3"	"20"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"130.8025"	"69.1975"	"12.971"	"3"	"23"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"142.0105"	"57.9895"	"15.804"	"8"	"32"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"154.0435"	"45.9565"	"18.5755"	"8"	"30"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"165.202"	"34.798"	"26.322"	"14"	"44"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"176.852"	"23.148"	"51.838919459729865"	"27"	"211"	"1999"	"0.9995"	"1992"	"0.996"	"7"	"0.0035"	"1"	"0.0005"	"1992"	"0.996"	"7"	"0.0035"	"1"	"0.0005"
"rerun_june2021"	"2000"	"200"	"70"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"188.438"	"11.562"	"156.42291446673707"	"77"	"250"	"1894"	"0.947"	"230"	"0.115"	"1664"	"0.832"	"106"	"0.053"	"220"	"0.11"	"1471"	"0.7355"	"309"	"0.1545"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"77.9785"	"122.0215"	"4.6765"	"2"	"10"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"91.385"	"108.615"	"4.677"	"2"	"12"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"104.795"	"95.205"	"4.882"	"2"	"14"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"118.424"	"81.576"	"6.332"	"2"	"16"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"132.464"	"67.536"	"8.842"	"2"	"20"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"145.7615"	"54.2385"	"11.468"	"2"	"23"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"159.505"	"40.495"	"19.0165"	"2"	"33"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"172.767"	"27.233"	"39.4185"	"2"	"94"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"80"	"0"	"None"	"250"	"stage2_dove"	"0.9"	"10"	"11.11111111111111"	"186.192"	"13.808"	"164.06655931293614"	"2"	"250"	"1863"	"0.9315"	"159"	"0.0795"	"1704"	"0.852"	"137"	"0.0685"	"129"	"0.0645"	"1243"	"0.6215"	"628"	"0.314"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.1"	"10"	"100"	"52.4085"	"147.5915"	"2.9355"	"2"	"6"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.2"	"10"	"50"	"68.9865"	"131.0135"	"2.935"	"2"	"7"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.3"	"10"	"33.333333333333336"	"85.542"	"114.458"	"2.9465"	"2"	"8"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.4"	"10"	"25"	"101.5365"	"98.4635"	"3.0045"	"2"	"9"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.5"	"10"	"20"	"118.4105"	"81.5895"	"3.4975"	"2"	"13"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.6"	"10"	"16.666666666666668"	"134.5235"	"65.4765"	"4.0375"	"2"	"15"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.7"	"10"	"14.285714285714286"	"150.739"	"49.261"	"5.822"	"2"	"27"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
"rerun_june2021"	"2000"	"200"	"90"	"0"	"None"	"250"	"stage2_dove"	"0.8"	"10"	"12.5"	"167.2515"	"32.7485"	"13.6655"	"2"	"62"	"2000"	"1"	"2000"	"1"	"0"	"0"	"0"	"0"	"2000"	"1"	"0"	"0"	"0"	"0"
